MySQL Shell 8.0.32

Copyright (c) 2016, 2023, Oracle and/or its affiliates.
Oracle is a registered trademark of Oracle Corporation and/or its affiliates.
Other names may be trademarks of their respective owners.

Type '\help' or '\?' for help; '\quit' to exit.
 MySQL  JS > \sql
Switching to SQL mode... Commands end with ;
 MySQL  SQL > \connect --mc root@localhost
Creating a Classic session to 'root@localhost'
Please provide the password for 'root@localhost': *************
Save password for 'root@localhost'? [Y]es/[N]o/Ne[v]er (default No): N
Fetching global names for auto-completion... Press ^C to stop.
Your MySQL connection id is 11
Server version: 8.0.32 MySQL Community Server - GPL
No default schema selected; type \use <schema> to set one.
 MySQL  localhost:3306 ssl  SQL > show databases;
+--------------------+
| Database           |
+--------------------+
| agencia            |
| ejemplo            |
| ejemplotdcs        |
| evaluacion_1       |
| information_schema |
| mysql              |
| ordenes_compra     |
| performance_schema |
| recursos_humanos   |
| sakila             |
| sys                |
| tarjetas_credito   |
| world              |
+--------------------+
13 rows in set (0.0018 sec)
 MySQL  localhost:3306 ssl  SQL > \use tarjetas_credito
Default schema set to `tarjetas_credito`.
Fetching global names, object names from `tarjetas_credito` for auto-completion... Press ^C to stop.
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > show tables;
+----------------------------+
| Tables_in_tarjetas_credito |
+----------------------------+
| bancos                     |
| clientes                   |
| tarjetas                   |
+----------------------------+
3 rows in set (0.0032 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM tarjetas;
Empty set (0.0050 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\tarjetas.csv'
                                                 -> INTO TABLE Tarjetas
                                                 -> FIELDS TERMINATED BY ','
                                                 -> ENCLOSED BY '"'
                                                 -> LINES TERMINATED BY '\r\n'
                                                 -> IGNORE 1 LINES
                                                 -> (numero_tarjeta,banco_id,tipo_tarjeta,cliente_id,cvv_cvv2,fecha_expedicion,fecha_vencimiento,dia_pago,pin_tarjeta,limite_credito);
ERROR: 1292 (22007): Incorrect datetime value: '01/02/2011' for column 'fecha_expedicion' at row 1
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\tarjetas.csv' INTO TABLE Tarjetas FIELDS TERMINATED BY ',' ENCLOSED BY '"' LINES TERMINATED BY '\r\n' IGNORE 1 LINES (numero_tarjeta,banco_id,tipo_tarjeta,cliente_id,cvv_cvv2,fecha_expedicion,fecha_vencimiento,dia_pago,pin_tarjeta,limite_credito);
Query OK, 5000 rows affected (0.2639 sec)

Records: 5000  Deleted: 0  Skipped: 0  Warnings: 0
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT COUNT(*)
                                                 -> FROM Tarjetas;
+----------+
| COUNT(*) |
+----------+
|     5000 |
+----------+
1 row in set (0.0153 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM Tarjetas
                                                 -> LIMIT 1000;
+------------------+----------+---------------------------+------------+----------+---------------------+---------------------+----------+-------------+----------------+
| numero_tarjeta   | banco_id | tipo_tarjeta              | cliente_id | cvv_cvv2 | fecha_expedicion    | fecha_vencimiento   | dia_pago | pin_tarjeta | limite_credito |
| 6464509975561840 |        6 | Discover                  |        810 | 660      | 2011-10-01 00:00:00 | 2016-10-01 00:00:00 |        5 | 9999        |         145500 |
| 5264007813154570 |        7 | Master Card               |        811 | 76       | 2014-04-01 00:00:00 | 2029-04-01 00:00:00 |       20 | 3618        |          98200 |
| 30305665126675   |        1 | Diners Club International |        812 | 862      | 2017-06-01 00:00:00 | 2029-06-01 00:00:00 |        1 | 5889        |          28600 |
| 6011124879223150 |        6 | Discover                  |        813 | 356      | 2008-12-01 00:00:00 | 2028-12-01 00:00:00 |       16 | 4534        |         119300 |
| 5121304270489740 |        2 | Master Card               |        814 | 936      | 2012-03-01 00:00:00 | 2030-03-01 00:00:00 |       26 | 6983        |          42000 |
| 3579313239513140 |        3 | Japan Credit Bureau       |        815 | 998      | 2008-03-01 00:00:00 | 2016-03-01 00:00:00 |       19 | 6149        |          57900 |
| 3542550164101440 |        3 | Japan Credit Bureau       |        816 | 491      | 2013-10-01 00:00:00 | 2033-10-01 00:00:00 |        4 | 2113        |          17600 |
| 3563465983862800 |        3 | Japan Credit Bureau       |        817 | 214      | 2012-07-01 00:00:00 | 2027-07-01 00:00:00 |       24 | 5256        |          93800 |
| 6228183866337350 |        6 | Discover                  |        818 | 59       | 2017-12-01 00:00:00 | 2030-12-01 00:00:00 |       28 | 8552        |         128500 |
| 4554431729656520 |        7 | Visa                      |        819 | 418      | 2007-04-01 00:00:00 | 2015-04-01 00:00:00 |       14 | 6267        |          62200 |
| 379087199179649  |        8 | American Express          |        820 | 7811     | 2017-09-01 00:00:00 | 2032-09-01 00:00:00 |        6 | 3288        |          37900 |
| 371420514008870  |        8 | American Express          |        821 | 6886     | 2007-12-01 00:00:00 | 2018-12-01 00:00:00 |        2 | 3369        |          55500 |
| 3557382163349520 |        3 | Japan Credit Bureau       |        822 | 965      | 2007-02-01 00:00:00 | 2021-02-01 00:00:00 |       13 | 4755        |         154900 |
| 30939559521334   |        1 | Diners Club International |        823 | 48       | 2012-06-01 00:00:00 | 2027-06-01 00:00:00 |        8 | 6729        |          29800 |
| 379939690761780  |        8 | American Express          |        824 | 903      | 2007-03-01 00:00:00 | 2017-03-01 00:00:00 |       19 | 5163        |         137000 |
| 30295265085084   |        1 | Diners Club International |        825 | 79       | 2014-05-01 00:00:00 | 2020-05-01 00:00:00 |       27 | 2382        |          74300 |
| 30917417939617   |        1 | Diners Club International |        826 | 402      | 2012-04-01 00:00:00 | 2016-04-01 00:00:00 |        8 | 6210        |         117000 |
| 3569523742627950 |        3 | Japan Credit Bureau       |        827 | 144      | 2016-05-01 00:00:00 | 2031-05-01 00:00:00 |       21 | 3281        |         197800 |
| 378720528234344  |        8 | American Express          |        828 | 1031     | 2016-12-01 00:00:00 | 2031-12-01 00:00:00 |        8 | 1043        |         116200 |
| 5414551933199210 |        9 | Master Card               |        829 | 803      | 2015-07-01 00:00:00 | 2023-07-01 00:00:00 |       14 | 3632        |          35300 |
| 30553897453959   |        1 | Diners Club International |        830 | 467      | 2008-11-01 00:00:00 | 2022-11-01 00:00:00 |       10 | 3518        |          78600 |
| 3569234480144610 |        3 | Japan Credit Bureau       |        831 | 836      | 2008-10-01 00:00:00 | 2018-10-01 00:00:00 |       11 | 2580        |          84300 |
| 6011929769307290 |        6 | Discover                  |        832 | 579      | 2013-06-01 00:00:00 | 2031-06-01 00:00:00 |        7 | 3191        |         155600 |
| 30962811334643   |        1 | Diners Club International |        833 | 133      | 2017-05-01 00:00:00 | 2018-05-01 00:00:00 |        2 | 7624        |         143000 |
| 343179000124881  |        8 | American Express          |        834 | 3453     | 2008-07-01 00:00:00 | 2015-07-01 00:00:00 |        2 | 6102        |         144100 |
| 349793350491932  |       11 | American Express          |        835 | 256      | 2014-01-01 00:00:00 | 2034-01-01 00:00:00 |       22 | 5531        |          48100 |
| 5427251665512460 |       16 | Master Card               |        836 | 253      | 2016-12-01 00:00:00 | 2019-12-01 00:00:00 |       15 | 623         |         117500 |
| 372305650287942  |        8 | American Express          |        837 | 1175     | 2012-10-01 00:00:00 | 2023-10-01 00:00:00 |       23 | 504         |          11300 |
| 5436754903695500 |        2 | Master Card               |        838 | 616      | 2017-02-01 00:00:00 | 2031-02-01 00:00:00 |        3 | 3369        |         174500 |
| 36445610236353   |        1 | Diners Club International |        839 | 28       | 2007-05-01 00:00:00 | 2013-05-01 00:00:00 |        5 | 9849        |         162700 |
| 4022853880090770 |       16 | Visa                      |        840 | 582      | 2009-09-01 00:00:00 | 2013-09-01 00:00:00 |        2 | 8892        |          94500 |
| 30332071354584   |        1 | Diners Club International |        841 | 796      | 2017-06-01 00:00:00 | 2032-06-01 00:00:00 |       13 | 4222        |         118100 |
| 4497591660251270 |        2 | Visa                      |        842 | 569      | 2014-02-01 00:00:00 | 2026-02-01 00:00:00 |       17 | 7170        |          96400 |
| 346071712281306  |        8 | American Express          |        843 | 6728     | 2010-08-01 00:00:00 | 2015-08-01 00:00:00 |       24 | 4686        |         177900 |
| 4201167580967020 |        2 | Visa                      |        844 | 254      | 2016-05-01 00:00:00 | 2026-05-01 00:00:00 |        5 | 8943        |         170900 |
| 4210913987307280 |       14 | Visa                      |        845 | 151      | 2014-07-01 00:00:00 | 2021-07-01 00:00:00 |       15 | 6578        |         153700 |
| 373053753635984  |        7 | American Express          |        846 | 7549     | 2014-03-01 00:00:00 | 2033-03-01 00:00:00 |       21 | 1266        |          89800 |
| 6223837943303190 |        6 | Discover                  |        847 | 693      | 2014-03-01 00:00:00 | 2017-03-01 00:00:00 |       13 | 4375        |          56500 |
| 30123903257537   |        1 | Diners Club International |        848 | 9        | 2015-12-01 00:00:00 | 2029-12-01 00:00:00 |       13 | 3743        |          35400 |
| 6011179129416900 |        6 | Discover                  |        849 | 966      | 2017-06-01 00:00:00 | 2027-06-01 00:00:00 |       20 | 6415        |         179900 |
| 4421826418645730 |       10 | Visa                      |        850 | 448      | 2016-12-01 00:00:00 | 2025-12-01 00:00:00 |       18 | 7204        |         148900 |
| 30500329232501   |        1 | Diners Club International |        851 | 219      | 2016-09-01 00:00:00 | 2036-09-01 00:00:00 |       28 | 3456        |         126400 |
| 3535122043113190 |        3 | Japan Credit Bureau       |        852 | 145      | 2016-01-01 00:00:00 | 2035-01-01 00:00:00 |       23 | 8174        |         198600 |
| 4165597206098260 |        2 | Visa                      |        853 | 745      | 2012-08-01 00:00:00 | 2028-08-01 00:00:00 |       25 | 2278        |         121900 |
| 379038903123126  |        8 | American Express          |        854 | 8555     | 2014-08-01 00:00:00 | 2024-08-01 00:00:00 |       12 | 4102        |          59800 |
| 3571791328759700 |        3 | Japan Credit Bureau       |        855 | 94       | 2011-08-01 00:00:00 | 2025-08-01 00:00:00 |       21 | 8758        |         165800 |
| 5431955077219010 |        2 | Master Card               |        856 | 209      | 2015-10-01 00:00:00 | 2024-10-01 00:00:00 |       19 | 8212        |         169400 |
| 3561556778232370 |        3 | Japan Credit Bureau       |        857 | 663      | 2007-01-01 00:00:00 | 2024-01-01 00:00:00 |        2 | 2652        |          77500 |
| 4875636280818670 |        7 | Visa                      |        858 | 150      | 2010-06-01 00:00:00 | 2015-06-01 00:00:00 |       17 | 7377        |         113900 |
| 3533289868974450 |        3 | Japan Credit Bureau       |        859 | 500      | 2012-04-01 00:00:00 | 2019-04-01 00:00:00 |       10 | 8           |         110600 |
| 6011863643586160 |        6 | Discover                  |        860 | 319      | 2007-12-01 00:00:00 | 2012-12-01 00:00:00 |       15 | 293         |          71600 |
| 4759840824795110 |       12 | Visa                      |        861 | 953      | 2009-09-01 00:00:00 | 2022-09-01 00:00:00 |       11 | 6886        |          19200 |
| 5313433405723850 |        7 | Master Card               |        862 | 239      | 2009-12-01 00:00:00 | 2026-12-01 00:00:00 |       13 | 5391        |          51500 |
| 370546832218899  |        5 | American Express          |        863 | 2568     | 2017-01-01 00:00:00 | 2026-01-01 00:00:00 |        6 | 990         |         162300 |
| 4837628406997410 |        9 | Visa                      |        864 | 427      | 2016-09-01 00:00:00 | 2031-09-01 00:00:00 |       21 | 2150        |         199700 |
| 4944451998204200 |        2 | Visa                      |        865 | 456      | 2010-04-01 00:00:00 | 2013-04-01 00:00:00 |       18 | 5871        |         181400 |
| 30535316860690   |        1 | Diners Club International |        866 | 421      | 2015-05-01 00:00:00 | 2031-05-01 00:00:00 |       21 | 3135        |         161700 |
| 5156493233048320 |        2 | Master Card               |        867 | 222      | 2008-09-01 00:00:00 | 2012-09-01 00:00:00 |        6 | 3382        |          26700 |
| 6225402522563020 |        6 | Discover                  |        868 | 156      | 2015-09-01 00:00:00 | 2031-09-01 00:00:00 |        7 | 2641        |          45500 |
| 3582074019985770 |        3 | Japan Credit Bureau       |        869 | 366      | 2014-07-01 00:00:00 | 2021-07-01 00:00:00 |       17 | 5830        |         106200 |
| 3572934776683030 |        3 | Japan Credit Bureau       |        870 | 282      | 2009-09-01 00:00:00 | 2027-09-01 00:00:00 |       14 | 5384        |          53600 |
| 4549291212741190 |        4 | Visa                      |        871 | 577      | 2007-01-01 00:00:00 | 2010-01-01 00:00:00 |       23 | 3536        |          70700 |
| 3586145051099460 |        3 | Japan Credit Bureau       |        872 | 728      | 2007-09-01 00:00:00 | 2009-09-01 00:00:00 |       18 | 5787        |          56200 |
| 376033158272242  |        8 | American Express          |        873 | 4660     | 2016-03-01 00:00:00 | 2029-03-01 00:00:00 |       27 | 4838        |          78700 |
| 343255890979194  |        8 | American Express          |        874 | 4273     | 2017-06-01 00:00:00 | 2029-06-01 00:00:00 |       23 | 9363        |          97400 |
| 3553328686952670 |        3 | Japan Credit Bureau       |        875 | 198      | 2016-01-01 00:00:00 | 2022-01-01 00:00:00 |       20 | 2919        |         158700 |
| 3558186368394120 |        3 | Japan Credit Bureau       |        876 | 752      | 2016-06-01 00:00:00 | 2032-06-01 00:00:00 |        3 | 4371        |          81900 |
| 6011902977645940 |        6 | Discover                  |        877 | 260      | 2016-02-01 00:00:00 | 2034-02-01 00:00:00 |       21 | 2947        |          98100 |
| 30119481973461   |        1 | Diners Club International |        878 | 396      | 2011-05-01 00:00:00 | 2030-05-01 00:00:00 |        5 | 2300        |          80000 |
| 6011285006809680 |        6 | Discover                  |        879 | 707      | 2015-08-01 00:00:00 | 2029-08-01 00:00:00 |       20 | 7019        |         193400 |
| 372125032278256  |        8 | American Express          |        880 | 7085     | 2015-07-01 00:00:00 | 2016-07-01 00:00:00 |       14 | 5738        |         146200 |
| 36949372790713   |        1 | Diners Club International |        881 | 59       | 2015-04-01 00:00:00 | 2033-04-01 00:00:00 |        5 | 6175        |          95100 |
| 6011621246051500 |        6 | Discover                  |        882 | 393      | 2014-11-01 00:00:00 | 2025-11-01 00:00:00 |       28 | 376         |          33400 |
| 4525240407905530 |        2 | Visa                      |        883 | 346      | 2009-04-01 00:00:00 | 2011-04-01 00:00:00 |       17 | 731         |         158500 |
| 6476782510874190 |        6 | Discover                  |        884 | 385      | 2014-06-01 00:00:00 | 2024-06-01 00:00:00 |        1 | 9733        |          30900 |
| 3583534051617880 |        3 | Japan Credit Bureau       |        885 | 501      | 2009-10-01 00:00:00 | 2017-10-01 00:00:00 |       11 | 2727        |          11400 |
| 4225267599087140 |        2 | Visa                      |        886 | 551      | 2008-03-01 00:00:00 | 2012-03-01 00:00:00 |       16 | 4353        |          65500 |
| 30473305199484   |        1 | Diners Club International |        887 | 144      | 2011-12-01 00:00:00 | 2015-12-01 00:00:00 |        3 | 6886        |         172500 |
| 3583264050571560 |        3 | Japan Credit Bureau       |        888 | 765      | 2017-10-01 00:00:00 | 2037-10-01 00:00:00 |       27 | 4424        |         145500 |
| 4447577095457090 |        2 | Visa                      |        889 | 220      | 2009-08-01 00:00:00 | 2015-08-01 00:00:00 |       19 | 8067        |         160300 |
| 374833689849877  |        8 | American Express          |        890 | 3832     | 2011-11-01 00:00:00 | 2014-11-01 00:00:00 |        9 | 990         |          45900 |
| 30928650913615   |        1 | Diners Club International |        891 | 917      | 2012-10-01 00:00:00 | 2017-10-01 00:00:00 |       28 | 7904        |          29100 |
| 6011837668595370 |        6 | Discover                  |        892 | 979      | 2014-12-01 00:00:00 | 2023-12-01 00:00:00 |       22 | 6166        |         175800 |
| 6011455388392270 |        6 | Discover                  |        893 | 746      | 2014-05-01 00:00:00 | 2030-05-01 00:00:00 |        6 | 3425        |         197100 |
| 30151723760349   |        1 | Diners Club International |        894 | 687      | 2014-06-01 00:00:00 | 2028-06-01 00:00:00 |       28 | 3290        |          14800 |
| 342086168964183  |        8 | American Express          |        895 | 8319     | 2016-08-01 00:00:00 | 2017-08-01 00:00:00 |        7 | 1778        |         183700 |
| 30943153427013   |        1 | Diners Club International |        896 | 409      | 2011-12-01 00:00:00 | 2028-12-01 00:00:00 |        7 | 8190        |          14500 |
| 3587903732729070 |        3 | Japan Credit Bureau       |        897 | 553      | 2008-03-01 00:00:00 | 2020-03-01 00:00:00 |       15 | 765         |         198500 |
| 4422906045809770 |       12 | Visa                      |        898 | 331      | 2014-02-01 00:00:00 | 2023-02-01 00:00:00 |       20 | 7534        |          74300 |
| 4206863571346400 |        7 | Visa                      |        899 | 616      | 2014-08-01 00:00:00 | 2030-08-01 00:00:00 |       12 | 3823        |         166100 |
| 4870980541102760 |       12 | Visa                      |        900 | 896      | 2013-11-01 00:00:00 | 2015-11-01 00:00:00 |       21 | 2020        |          55600 |
| 6011802226738680 |        6 | Discover                  |        901 | 264      | 2017-12-01 00:00:00 | 2031-12-01 00:00:00 |       28 | 1782        |         100400 |
| 4574997360300980 |       15 | Visa                      |        902 | 861      | 2015-06-01 00:00:00 | 2020-06-01 00:00:00 |       25 | 1413        |         196500 |
| 5194501294665630 |       10 | Master Card               |        903 | 791      | 2008-09-01 00:00:00 | 2022-09-01 00:00:00 |       22 | 5584        |          32700 |
| 30170354511243   |        1 | Diners Club International |        904 | 317      | 2007-08-01 00:00:00 | 2027-08-01 00:00:00 |       23 | 7938        |          73800 |
| 30973055647772   |        1 | Diners Club International |        905 | 525      | 2013-03-01 00:00:00 | 2014-03-01 00:00:00 |       13 | 580         |         186600 |
| 38907554785594   |        1 | Diners Club International |        906 | 976      | 2009-08-01 00:00:00 | 2016-08-01 00:00:00 |       22 | 8325        |          90100 |
| 3556136140373570 |        3 | Japan Credit Bureau       |        907 | 163      | 2012-11-01 00:00:00 | 2013-11-01 00:00:00 |       16 | 9163        |          70000 |
| 6452403942299210 |        6 | Discover                  |        908 | 541      | 2007-03-01 00:00:00 | 2019-03-01 00:00:00 |       14 | 1917        |         126700 |
| 30383562758718   |        1 | Diners Club International |        909 | 761      | 2016-05-01 00:00:00 | 2031-05-01 00:00:00 |       16 | 3150        |          89500 |
| 345179307702809  |        5 | American Express          |        910 | 4737     | 2014-05-01 00:00:00 | 2017-05-01 00:00:00 |        5 | 6604        |          22600 |
| 6011835807565910 |        6 | Discover                  |        911 | 27       | 2015-12-01 00:00:00 | 2022-12-01 00:00:00 |       16 | 8027        |          48900 |
| 5125990586087370 |        9 | Master Card               |        912 | 330      | 2010-03-01 00:00:00 | 2028-03-01 00:00:00 |       11 | 5874        |          66500 |
| 4518945916109620 |       11 | Visa                      |        913 | 406      | 2016-06-01 00:00:00 | 2021-06-01 00:00:00 |       19 | 7840        |         131200 |
| 377882607602691  |        8 | American Express          |        914 | 8607     | 2017-11-01 00:00:00 | 2026-11-01 00:00:00 |       18 | 2992        |          72400 |
| 5249997753980980 |        2 | Master Card               |        915 | 553      | 2009-05-01 00:00:00 | 2018-05-01 00:00:00 |       23 | 2912        |         102100 |
| 3559250480913950 |        3 | Japan Credit Bureau       |        916 | 785      | 2013-08-01 00:00:00 | 2031-08-01 00:00:00 |        7 | 1301        |          28900 |
| 36401373954682   |        1 | Diners Club International |        917 | 789      | 2007-08-01 00:00:00 | 2020-08-01 00:00:00 |       12 | 8015        |         197800 |
| 6449094022685060 |        6 | Discover                  |        918 | 359      | 2010-10-01 00:00:00 | 2019-10-01 00:00:00 |       11 | 6656        |         175300 |
| 3554726050762990 |        3 | Japan Credit Bureau       |        919 | 953      | 2016-03-01 00:00:00 | 2031-03-01 00:00:00 |       18 | 9418        |          40100 |
| 3585067458796820 |        3 | Japan Credit Bureau       |        920 | 118      | 2015-12-01 00:00:00 | 2028-12-01 00:00:00 |       21 | 4584        |          52200 |
| 5336698056530800 |       15 | Master Card               |        921 | 120      | 2010-03-01 00:00:00 | 2028-03-01 00:00:00 |       11 | 8774        |         126000 |
| 5246888551794620 |        7 | Master Card               |        922 | 817      | 2010-02-01 00:00:00 | 2011-02-01 00:00:00 |        1 | 5303        |          39000 |
| 30525008881609   |        1 | Diners Club International |        923 | 888      | 2010-03-01 00:00:00 | 2012-03-01 00:00:00 |       25 | 3471        |         189200 |
| 4563927929979790 |       16 | Visa                      |        924 | 991      | 2014-12-01 00:00:00 | 2023-12-01 00:00:00 |       18 | 9193        |          96200 |
| 5360100450202130 |        2 | Master Card               |        925 | 766      | 2007-09-01 00:00:00 | 2008-09-01 00:00:00 |       14 | 3115        |         194300 |
| 5411454971332550 |        9 | Master Card               |        926 | 116      | 2009-05-01 00:00:00 | 2014-05-01 00:00:00 |       28 | 1519        |          41000 |
| 6011306306490450 |        6 | Discover                  |        927 | 523      | 2011-11-01 00:00:00 | 2012-11-01 00:00:00 |       15 | 246         |          80700 |
| 5257003345711690 |        2 | Master Card               |        928 | 0        | 2013-05-01 00:00:00 | 2025-05-01 00:00:00 |        7 | 163         |         152000 |
| 3575434432078570 |        3 | Japan Credit Bureau       |        929 | 848      | 2012-01-01 00:00:00 | 2022-01-01 00:00:00 |       12 | 3172        |          25500 |
| 4886318836651240 |        4 | Visa                      |        930 | 337      | 2017-08-01 00:00:00 | 2028-08-01 00:00:00 |       24 | 3946        |         160000 |
| 4211505169213680 |       10 | Visa                      |        931 | 316      | 2009-07-01 00:00:00 | 2013-07-01 00:00:00 |       14 | 509         |         189500 |
| 3581631413332090 |        3 | Japan Credit Bureau       |        932 | 421      | 2016-07-01 00:00:00 | 2033-07-01 00:00:00 |       11 | 8626        |         185900 |
| 30986785553185   |        1 | Diners Club International |        933 | 675      | 2015-05-01 00:00:00 | 2016-05-01 00:00:00 |       24 | 6654        |          29400 |
| 373939442725196  |        8 | American Express          |        934 | 1981     | 2016-11-01 00:00:00 | 2018-11-01 00:00:00 |       25 | 1966        |          21500 |
| 6011419351390840 |        6 | Discover                  |        935 | 996      | 2009-01-01 00:00:00 | 2015-01-01 00:00:00 |        7 | 8051        |         151800 |
| 6011967711084420 |        6 | Discover                  |        936 | 850      | 2009-06-01 00:00:00 | 2020-06-01 00:00:00 |        7 | 437         |         187700 |
| 4607071892033360 |        9 | Visa                      |        937 | 139      | 2013-02-01 00:00:00 | 2017-02-01 00:00:00 |       19 | 750         |         182000 |
| 3566102434772460 |        3 | Japan Credit Bureau       |        938 | 583      | 2013-03-01 00:00:00 | 2015-03-01 00:00:00 |       16 | 4442        |         166100 |
| 3575208348113050 |        3 | Japan Credit Bureau       |        939 | 589      | 2008-07-01 00:00:00 | 2020-07-01 00:00:00 |       24 | 498         |          50900 |
| 3558474726603860 |        3 | Japan Credit Bureau       |        940 | 481      | 2017-02-01 00:00:00 | 2031-02-01 00:00:00 |       15 | 7820        |          43300 |
| 3550969823480550 |        3 | Japan Credit Bureau       |        941 | 935      | 2010-11-01 00:00:00 | 2030-11-01 00:00:00 |       22 | 105         |         146600 |
| 3571279291960980 |        3 | Japan Credit Bureau       |        942 | 698      | 2013-04-01 00:00:00 | 2031-04-01 00:00:00 |        4 | 5346        |          58200 |
| 6011958011924790 |        6 | Discover                  |        943 | 556      | 2012-08-01 00:00:00 | 2015-08-01 00:00:00 |        4 | 7650        |         154000 |
| 378568898984281  |        5 | American Express          |        944 | 4984     | 2010-02-01 00:00:00 | 2023-02-01 00:00:00 |       13 | 3365        |          59800 |
| 372735850323644  |        7 | American Express          |        945 | 5857     | 2013-03-01 00:00:00 | 2033-03-01 00:00:00 |       12 | 2628        |          67500 |
| 3529109305559990 |        3 | Japan Credit Bureau       |        946 | 505      | 2009-04-01 00:00:00 | 2012-04-01 00:00:00 |        2 | 6328        |          76100 |
| 3567643574657330 |        3 | Japan Credit Bureau       |        947 | 822      | 2015-10-01 00:00:00 | 2026-10-01 00:00:00 |        7 | 8718        |         125100 |
| 30903380683911   |        1 | Diners Club International |        948 | 821      | 2010-04-01 00:00:00 | 2022-04-01 00:00:00 |        3 | 3304        |          23400 |
| 3560906399394460 |        3 | Japan Credit Bureau       |        949 | 629      | 2013-06-01 00:00:00 | 2027-06-01 00:00:00 |       23 | 4758        |          39600 |
| 4678262800974550 |        2 | Visa                      |        950 | 493      | 2008-09-01 00:00:00 | 2021-09-01 00:00:00 |       18 | 4653        |          77800 |
| 3555972173738930 |        3 | Japan Credit Bureau       |        951 | 756      | 2013-03-01 00:00:00 | 2019-03-01 00:00:00 |       23 | 7107        |          35800 |
| 6011973014094640 |        6 | Discover                  |        952 | 701      | 2012-03-01 00:00:00 | 2026-03-01 00:00:00 |       27 | 5965        |          92600 |
| 343252750154919  |        7 | American Express          |        953 | 644      | 2015-05-01 00:00:00 | 2032-05-01 00:00:00 |       16 | 3328        |         118200 |
| 4506841646254040 |       16 | Visa                      |        954 | 102      | 2012-09-01 00:00:00 | 2020-09-01 00:00:00 |        6 | 1099        |         116100 |
| 5361374913450100 |        7 | Master Card               |        955 | 106      | 2016-08-01 00:00:00 | 2025-08-01 00:00:00 |        3 | 2819        |         105000 |
| 6011194634310060 |        6 | Discover                  |        956 | 376      | 2014-01-01 00:00:00 | 2016-01-01 00:00:00 |        2 | 9966        |          49500 |
| 6011056688222630 |        6 | Discover                  |        957 | 233      | 2008-11-01 00:00:00 | 2013-11-01 00:00:00 |        8 | 2158        |          47800 |
| 5438045712317920 |        2 | Master Card               |        958 | 267      | 2016-07-01 00:00:00 | 2023-07-01 00:00:00 |        7 | 6439        |          11800 |
| 373936091728034  |        8 | American Express          |        959 | 2590     | 2009-09-01 00:00:00 | 2017-09-01 00:00:00 |       10 | 111         |         107100 |
| 341372877984469  |        8 | American Express          |        960 | 5107     | 2016-10-01 00:00:00 | 2022-10-01 00:00:00 |       23 | 4455        |         173500 |
| 4200597673737640 |        2 | Visa                      |        961 | 32       | 2010-06-01 00:00:00 | 2020-06-01 00:00:00 |       18 | 3089        |         101200 |
| 4149744775270350 |       12 | Visa                      |        962 | 204      | 2016-01-01 00:00:00 | 2034-01-01 00:00:00 |        4 | 7597        |          69200 |
| 5339106149125400 |        2 | Master Card               |        963 | 967      | 2008-01-01 00:00:00 | 2022-01-01 00:00:00 |       16 | 2212        |         134600 |
| 374179025806159  |        7 | American Express          |        964 | 5147     | 2011-08-01 00:00:00 | 2019-08-01 00:00:00 |        7 | 4979        |         117000 |
| 371118662558601  |        8 | American Express          |        965 | 5870     | 2017-06-01 00:00:00 | 2022-06-01 00:00:00 |       14 | 9383        |          82700 |
| 4850825508429440 |        9 | Visa                      |        966 | 892      | 2013-08-01 00:00:00 | 2033-08-01 00:00:00 |       18 | 9259        |          87400 |
| 348455664319214  |        8 | American Express          |        967 | 3222     | 2012-05-01 00:00:00 | 2020-05-01 00:00:00 |        6 | 6472        |          64700 |
| 30490699039365   |        1 | Diners Club International |        968 | 249      | 2017-07-01 00:00:00 | 2019-07-01 00:00:00 |       11 | 5290        |         118500 |
| 5120603793039260 |       10 | Master Card               |        969 | 198      | 2007-09-01 00:00:00 | 2023-09-01 00:00:00 |        2 | 986         |         165200 |
| 30044619855077   |        1 | Diners Club International |        970 | 941      | 2015-06-01 00:00:00 | 2029-06-01 00:00:00 |       20 | 1896        |          98800 |
| 373060579391916  |        8 | American Express          |        971 | 9803     | 2015-09-01 00:00:00 | 2024-09-01 00:00:00 |       25 | 5224        |          37300 |
| 5428576174206170 |       12 | Master Card               |        972 | 809      | 2012-06-01 00:00:00 | 2031-06-01 00:00:00 |       20 | 4979        |         130200 |
| 3573083849323530 |        3 | Japan Credit Bureau       |        973 | 194      | 2013-06-01 00:00:00 | 2028-06-01 00:00:00 |       12 | 6731        |         137800 |
| 371838785316765  |        7 | American Express          |        974 | 2752     | 2011-06-01 00:00:00 | 2019-06-01 00:00:00 |        7 | 2280        |          41900 |
| 371786645819710  |        8 | American Express          |        975 | 4115     | 2012-12-01 00:00:00 | 2030-12-01 00:00:00 |        5 | 462         |         150300 |
